municipio_nombre_largo,jurisdiccion_tipo,municipio_nombre,autoridad_fuente,municipio_id
Comuna Los Ralos,Comuna,Los Ralos,Dirección de Estadística de la Prov. Tucumán,908140
Comuna La Ramada y la Cruz,Comuna,La Ramada y la Cruz,Dirección de Estadística de la Prov. Tucumán,908056
Comuna Los Perez,Comuna,Los Perez,Dirección de Estadística de la Prov. Tucumán,908133
Comuna Estacion Araoz y Tacanas,Comuna,Estacion Araoz y Tacanas,Dirección de Estadística de la Prov. Tucumán,908294
Comuna Rural El Mojon,Comuna Rural,El Mojon,Dirección de Estadística de la Prov. Tucumán,908280
Comuna Benjamin Araoz y el Tajamar,Comuna,Benjamin Araoz y el Tajamar,Dirección de Estadística de la Prov. Tucumán,908063
Comuna Rural Los Pereyras,Comuna Rural,Los Pereyras,Dirección de Estadística de la Prov. Tucumán,908126
Comuna Garmendia,Comuna,Garmendia,Dirección de Estadística de la Prov. Tucumán,908042
Comuna Las Cejas,Comuna,Las Cejas,Dirección de Estadística de la Prov. Tucumán,908112
Comuna Leon Rouges y Santa Rosa,Comuna,Leon Rouges y Santa Rosa,Dirección de Estadística de la Prov. Tucumán,908406
Municipio Municipalidad de Monteros,Municipio,Municipalidad de Monteros,Dirección de Estadística de la Prov. Tucumán,900084
Municipio Municipalidad de las  Talitas,Municipio,Municipalidad de las  Talitas,Dirección de Estadística de la Prov. Tucumán,900112
Municipio Municipalidad de Tafi Viejo,Municipio,Municipalidad de Tafi Viejo,Dirección de Estadística de la Prov. Tucumán,900119
Comuna Rural El Puestito,Comuna Rural,El Puestito,Dirección de Estadística de la Prov. Tucumán,908028
Municipio Municipalidad de Burruyacu,Municipio,Municipalidad de Burruyacu,Dirección de Estadística de la Prov. Tucumán,900007
Comuna Gdor. Piedrabuena,Comuna,Gdor. Piedrabuena,Dirección de Estadística de la Prov. Tucumán,908049
Comuna Rural Rumipunco,Comuna Rural,Rumipunco,Dirección de Estadística de la Prov. Tucumán,908245
Comuna 7 de Abril,Comuna,7 de Abril,Dirección de Estadística de la Prov. Tucumán,908007
Municipio Municipalidad de Bella Vista,Municipio,Municipalidad de Bella Vista,Dirección de Estadística de la Prov. Tucumán,900070
Comuna Villa de Leales,Comuna,Villa de Leales,Dirección de Estadística de la Prov. Tucumán,908350
Comuna Santa Rosa de Leales y L. Blanca,Comuna,Santa Rosa de Leales y L. Blanca,Dirección de Estadística de la Prov. Tucumán,908343
Comuna Rural Las Talas,Comuna Rural,Las Talas,Dirección de Estadística de la Prov. Tucumán,908301
Comuna Manuel Garcia Fernandez,Comuna,Manuel Garcia Fernandez,Dirección de Estadística de la Prov. Tucumán,908322
Comuna Quilmes y los  Sueldos,Comuna,Quilmes y los  Sueldos,Dirección de Estadística de la Prov. Tucumán,908329
Comuna Rural Los Gomez,Comuna Rural,Los Gomez,Dirección de Estadística de la Prov. Tucumán,908308
Comuna Rural Esquina y Mancopa,Comuna Rural,Esquina y Mancopa,Dirección de Estadística de la Prov. Tucumán,908287
Comuna Rural Los Bulacios y los  Villagras,Comuna Rural,Los Bulacios y los  Villagras,Dirección de Estadística de la Prov. Tucumán,908119
Comuna San Andres,Comuna,San Andres,Dirección de Estadística de la Prov. Tucumán,908154
Comuna El Bracho y el Cevilar,Comuna,El Bracho y el Cevilar,Dirección de Estadística de la Prov. Tucumán,908091
Comuna Rural El Naranjito,Comuna Rural,El Naranjito,Dirección de Estadística de la Prov. Tucumán,908098
Comuna Rural Huasa Pampa,Comuna Rural,Huasa Pampa,Dirección de Estadística de la Prov. Tucumán,908238
Comuna Rural Escaba,Comuna Rural,Escaba,Dirección de Estadística de la Prov. Tucumán,908217
Municipio Municipalidad de la Cocha,Municipio,Municipalidad de la Cocha,Dirección de Estadística de la Prov. Tucumán,900063
Comuna Rural El Sacrificio,Comuna Rural,El Sacrificio,Dirección de Estadística de la Prov. Tucumán,908231
Comuna Rural San Ignacio,Comuna Rural,San Ignacio,Dirección de Estadística de la Prov. Tucumán,908252
Municipio Municipalidad de Graneros,Municipio,Municipalidad de Graneros,Dirección de Estadística de la Prov. Tucumán,900049
Comuna Acheral,Comuna,Acheral,Dirección de Estadística de la Prov. Tucumán,908378
Comuna Rio Colorado,Comuna,Rio Colorado,Dirección de Estadística de la Prov. Tucumán,908336
Comuna Rural Manuela Pedraza,Comuna Rural,Manuela Pedraza,Dirección de Estadística de la Prov. Tucumán,908511
Comuna San Pablo y Villa Nougues,Comuna,San Pablo y Villa Nougues,Dirección de Estadística de la Prov. Tucumán,908371
Comuna Colombres,Comuna,Colombres,Dirección de Estadística de la Prov. Tucumán,908077
Municipio Municipalidad de San Miguel De Tucuman,Municipio,Municipalidad de San Miguel De Tucuman,Dirección de Estadística de la Prov. Tucumán,900014
Municipio Municipalidad de Banda del  Rio Sali,Municipio,Municipalidad de Banda del  Rio Sali,Dirección de Estadística de la Prov. Tucumán,900028
Comuna San Jose de la Cocha,Comuna,San Jose de la Cocha,Dirección de Estadística de la Prov. Tucumán,908259
Comuna Rural Yanima,Comuna Rural,Yanima,Dirección de Estadística de la Prov. Tucumán,908266
Municipio Municipalidad de Juan Bautista Alberdi,Municipio,Municipalidad de Juan Bautista Alberdi,Dirección de Estadística de la Prov. Tucumán,900056
Comuna Comuna Villa Belgrano,Comuna,Comuna Villa Belgrano,Dirección de Estadística de la Prov. Tucumán,908224
Comuna Monteagudo,Comuna,Monteagudo,Dirección de Estadística de la Prov. Tucumán,908518
Comuna Rural El Polear,Comuna Rural,El Polear,Dirección de Estadística de la Prov. Tucumán,908462
Comuna Santa Ana,Comuna,Santa Ana,Dirección de Estadística de la Prov. Tucumán,908483
Comuna Villa de Chicligasta,Comuna,Villa de Chicligasta,Dirección de Estadística de la Prov. Tucumán,908553
Comuna Atahona,Comuna,Atahona,Dirección de Estadística de la Prov. Tucumán,908490
Comuna Trinidad,Comuna,Trinidad,Dirección de Estadística de la Prov. Tucumán,908189
Comuna Medina,Comuna,Medina,Dirección de Estadística de la Prov. Tucumán,908196
Comuna Alto Verde y los  Guchea,Comuna,Alto Verde y los  Guchea,Dirección de Estadística de la Prov. Tucumán,908168
Comuna Rural San Pedro y San Antonio,Comuna Rural,San Pedro y San Antonio,Dirección de Estadística de la Prov. Tucumán,908539
Comuna Rural Gastona y Belicha,Comuna Rural,Gastona y Belicha,Dirección de Estadística de la Prov. Tucumán,908182
Municipio Municipalidad de Concepcion,Municipio,Municipalidad de Concepcion,Dirección de Estadística de la Prov. Tucumán,900035
Comuna Rural Pampa Mayo,Comuna Rural,Pampa Mayo,Dirección de Estadística de la Prov. Tucumán,908525
Comuna Alpachiri y el Molino,Comuna,Alpachiri y el Molino,Dirección de Estadística de la Prov. Tucumán,908161
Comuna Arcadia,Comuna,Arcadia,Dirección de Estadística de la Prov. Tucumán,908175
Comuna Villa Quinteros,Comuna,Villa Quinteros,Dirección de Estadística de la Prov. Tucumán,908455
Comuna Capitan Caceres,Comuna,Capitan Caceres,Dirección de Estadística de la Prov. Tucumán,908392
Comuna Soldado Maldonado,Comuna,Soldado Maldonado,Dirección de Estadística de la Prov. Tucumán,908441
Comuna Rural Los Sosa,Comuna Rural,Los Sosa,Dirección de Estadística de la Prov. Tucumán,908413
Comuna Rural El Cercado,Comuna Rural,El Cercado,Dirección de Estadística de la Prov. Tucumán,908399
Comuna Santa Lucia,Comuna,Santa Lucia,Dirección de Estadística de la Prov. Tucumán,908427
Municipio Municipalidad de Lules,Municipio,Municipalidad de Lules,Dirección de Estadística de la Prov. Tucumán,900077
Municipio Municipalidad de Famailla,Municipio,Municipalidad de Famailla,Dirección de Estadística de la Prov. Tucumán,900042
Comuna Teniente Berdina,Comuna,Teniente Berdina,Dirección de Estadística de la Prov. Tucumán,908448
Comuna El Mollar,Comuna,El Mollar,Dirección de Estadística de la Prov. Tucumán,908581
Municipio Municipalidad de Tafi del  Valle,Municipio,Municipalidad de Tafi del  Valle,Dirección de Estadística de la Prov. Tucumán,900105
Comuna Rural Ciudacita,Comuna Rural,Ciudacita,Dirección de Estadística de la Prov. Tucumán,908504
Comuna Rio Chico y Nueva Trinidad,Comuna,Rio Chico y Nueva Trinidad,Dirección de Estadística de la Prov. Tucumán,908532
Municipio Municipalidad de Aguilares,Municipio,Municipalidad de Aguilares,Dirección de Estadística de la Prov. Tucumán,900091
Comuna Los Sarmiento y la Tipa,Comuna,Los Sarmiento y la Tipa,Dirección de Estadística de la Prov. Tucumán,908469
Comuna Rural Monte Bello,Comuna Rural,Monte Bello,Dirección de Estadística de la Prov. Tucumán,908476
Comuna Sargento Moya,Comuna,Sargento Moya,Dirección de Estadística de la Prov. Tucumán,908434
Comuna Rio Seco,Comuna,Rio Seco,Dirección de Estadística de la Prov. Tucumán,908420
Comuna Rural Amberes,Comuna Rural,Amberes,Dirección de Estadística de la Prov. Tucumán,908385
Comuna Santa Cruz y la Tuna,Comuna,Santa Cruz y la Tuna,Dirección de Estadística de la Prov. Tucumán,908546
Comuna Delfin Gallo,Comuna,Delfin Gallo,Dirección de Estadística de la Prov. Tucumán,908084
Municipio Municipalidad de Alderetes,Municipio,Municipalidad de Alderetes,Dirección de Estadística de la Prov. Tucumán,900021
Comuna Rural Raco,Comuna Rural,Raco,Dirección de Estadística de la Prov. Tucumán,908588
Comuna El Manantial,Comuna,El Manantial,Dirección de Estadística de la Prov. Tucumán,908357
Comuna Rural San Javier,Comuna Rural,San Javier,Dirección de Estadística de la Prov. Tucumán,908651
Municipio Garupá,Municipio,Garupá,Ministerio de Ecología,540112
Municipio Profundidad,Municipio,Profundidad,Ministerio de Ecología,540091
Municipio Fachinal,Municipio,Fachinal,Ministerio de Ecología,540105
Municipio Dos de Mayo,Municipio,Dos de Mayo,Ministerio de Ecología,540049
Municipio Aristóbulo del Valle,Municipio,Aristóbulo del Valle,Ministerio de Ecología,540035
Municipio El Alcázar,Municipio,El Alcázar,Ministerio de Ecología,540301
Municipio Comandante A. Guacurary,Municipio,Comandante A. Guacurary,Ministerio de Ecología,540182
Municipio El Soberbio,Municipio,El Soberbio,Ministerio de Ecología,540196
Municipio Capioví,Municipio,Capioví,Ministerio de Ecología,540294
Municipio Iguazú,Municipio,Iguazú,Ministerio de Ecología,540217
Municipio Colonia Aurora,Municipio,Colonia Aurora,Ministerio de Ecología,540518
Municipio Campo Viera,Municipio,Campo Viera,Ministerio de Ecología,540364
Municipio Jardín América,Municipio,Jardín América,Ministerio de Ecología,540455
Municipio Posadas,Municipio,Posadas,Ministerio de Ecología,540119
Municipio Panambí,Municipio,Panambí,Ministerio de Ecología,540406
Municipio Caa Yarí,Municipio,Caa Yarí,Ministerio de Ecología,540252
Municipio Olegario V. Andrade,Municipio,Olegario V. Andrade,Ministerio de Ecología,550287
Municipio San Martín,Municipio,San Martín,Ministerio de Ecología,540413
Municipio Cerro Azul,Municipio,Cerro Azul,Ministerio de Ecología,540259
Municipio General J. J. Urquiza,Municipio,General J. J. Urquiza,Ministerio de Ecología,540434
Municipio San Vicente,Municipio,San Vicente,Ministerio de Ecología,540203
Municipio San Antonio,Municipio,San Antonio,Ministerio de Ecología,540189
Municipio 25 de Mayo,Municipio,25 de Mayo,Ministerio de Ecología,540525
Municipio Alba Posse,Municipio,Alba Posse,Ministerio de Ecología,540511
Municipio Los Helechos,Municipio,Los Helechos,Ministerio de Ecología,540392
Municipio Mojón Grande,Municipio,Mojón Grande,Ministerio de Ecología,540490
Municipio Oberá,Municipio,Oberá,Ministerio de Ecología,540399
Municipio Colonia Alberdi,Municipio,Colonia Alberdi,Ministerio de Ecología,540371
Municipio Gral. Alvear,Municipio,Gral. Alvear,Ministerio de Ecología,540378
Municipio Ruiz de Montoya,Municipio,Ruiz de Montoya,Ministerio de Ecología,540329
Municipio San Javier,Municipio,San Javier,Ministerio de Ecología,540497
Municipio Dos Arroyos,Municipio,Dos Arroyos,Ministerio de Ecología,540266
Municipio Santa María,Municipio,Santa María,Ministerio de Ecología,540133
Municipio Guaraní,Municipio,Guaraní,Ministerio de Ecología,540385
Municipio Arroyo del Medio,Municipio,Arroyo del Medio,Ministerio de Ecología,540245
Municipio San José,Municipio,San José,Ministerio de Ecología,540021
Municipio Concepción de la Sierra,Municipio,Concepción de la Sierra,Ministerio de Ecología,540126
Municipio Itacaruaré,Municipio,Itacaruaré,Ministerio de Ecología,540483
Municipio Azara,Municipio,Azara,Ministerio de Ecología,540014
Municipio Apóstoles,Municipio,Apóstoles,Ministerio de Ecología,540007
Municipio Tres Capones,Municipio,Tres Capones,Ministerio de Ecología,540028
Municipio Candelaria,Municipio,Candelaria,Ministerio de Ecología,540063
Municipio Almafuerte,Municipio,Almafuerte,Ministerio de Ecología,540238
Municipio Cerro Corá,Municipio,Cerro Corá,Ministerio de Ecología,540070
Municipio Santa Ana,Municipio,Santa Ana,Ministerio de Ecología,540098
Municipio Corpus,Municipio,Corpus,Ministerio de Ecología,540427
Municipio San Ignacio,Municipio,San Ignacio,Ministerio de Ecología,540462
Municipio Gobernador Roca,Municipio,Gobernador Roca,Ministerio de Ecología,540441
Municipio Santo Pipo,Municipio,Santo Pipo,Ministerio de Ecología,540469
Municipio Loreto,Municipio,Loreto,Ministerio de Ecología,540077
Municipio Colonia Polana,Municipio,Colonia Polana,Ministerio de Ecología,540420
Municipio Hipólito Irigoyen,Municipio,Hipólito Irigoyen,Ministerio de Ecología,540448
Municipio Leoni,Municipio,Leoni,Ministerio de Ecología,540315
Municipio Montecarlo,Municipio,Montecarlo,Ministerio de Ecología,550343
Municipio Caraguatay,Municipio,Caraguatay,Ministerio de Ecología,540336
Municipio Eldorado,Municipio,Eldorado,Ministerio de Ecología,540154
Municipio Puerto Piray,Municipio,Puerto Piray,Ministerio de Ecología,540350
Municipio 9 de Julio,Municipio,9 de Julio,Ministerio de Ecología,540161
Municipio Puerto Esperanza,Municipio,Puerto Esperanza,Ministerio de Ecología,540210
Municipio Libertad,Municipio,Libertad,Ministerio de Ecología,540224
Municipio Colonia Wanda,Municipio,Colonia Wanda,Ministerio de Ecología,540231
Municipio Leandro N. Alem,Municipio,Leandro N. Alem,Ministerio de Ecología,540280
Municipio Gobernador López,Municipio,Gobernador López,Ministerio de Ecología,540273
Municipio Mártires,Municipio,Mártires,Ministerio de Ecología,540084
Municipio Bonpland,Municipio,Bonpland,Ministerio de Ecología,540056
Municipio Campo Grande,Municipio,Campo Grande,Ministerio de Ecología,540042
Municipio Garuhapé,Municipio,Garuhapé,Ministerio de Ecología,540308
Municipio Ameghino,Municipio,Ameghino,Ministerio de Ecología,540476
Municipio Campo Ramón,Municipio,Campo Ramón,Ministerio de Ecología,540357
Municipio Puerto Rico,Municipio,Puerto Rico,Ministerio de Ecología,540322
Municipio Colonia Delicia,Municipio,Colonia Delicia,Ministerio de Ecología,540140
Municipio Bernardo de Irigoyen,Municipio,Bernardo de Irigoyen,Ministerio de Ecología,540175
Municipio Colonia Victoria,Municipio,Colonia Victoria,Ministerio de Ecología,540147
Municipio Santiago de Liniers,Municipio,Santiago de Liniers,Ministerio de Ecología,540168
Municipio San Pedro,Municipio,San Pedro,Ministerio de Ecología,540504
Municipio Pozo Azul,Municipio,Pozo Azul,Ministerio de Ecología,
Comisión de Fomento Fortín Lugones,Comisión de Fomento,Fortín Lugones,Direc. Grl. Catastro (WMS),345042
Municipio San Martín Dos,Municipio,San Martín Dos,Direc. Grl. Catastro (WMS),340147
Municipio General Güemes,Municipio,General Güemes,Direc. Grl. Catastro (WMS),340119
Municipio General Belgrano,Municipio,General Belgrano,Direc. Grl. Catastro (WMS),340112
Municipio Misión Taacaglé,Municipio,Misión Taacaglé,Direc. Grl. Catastro (WMS),340175
Junta Vecinal Portón Negro,Junta Vecinal,Portón Negro,Direc. Grl. Catastro (WMS),349105
Municipio Espinillo,Municipio,Espinillo,Direc. Grl. Catastro (WMS),340168
Comisión de Fomento Tres Lagunas,Comisión de Fomento,Tres Lagunas,Direc. Grl. Catastro (WMS),345063
Comisión de Fomento Buena Vista,Comisión de Fomento,Buena Vista,Direc. Grl. Catastro (WMS),345056
Municipio Laguna Blanca,Municipio,Laguna Blanca,Direc. Grl. Catastro (WMS),340169
Comisión de Fomento Siete Palmas,Comisión de Fomento,Siete Palmas,Direc. Grl. Catastro (WMS),345070
Municipio Laguna Naik Neck,Municipio,Laguna Naik Neck,Direc. Grl. Catastro (WMS),340203
Municipio Riacho He-He,Municipio,Riacho He-He,Direc. Grl. Catastro (WMS),340210
Municipio Clorinda,Municipio,Clorinda,Direc. Grl. Catastro (WMS),340189
Comisión de Fomento Colonia Pastoril,Comisión de Fomento,Colonia Pastoril,Direc. Grl. Catastro (WMS),345014
Municipio General Mosconi,Municipio,General Mosconi,Direc. Grl. Catastro (WMS),340259
Municipio Ingeniero Guillermo N. Juárez,Municipio,Ingeniero Guillermo N. Juárez,Direc. Grl. Catastro (WMS),340077
Comisión de Fomento Los Chiriguanos,Comisión de Fomento,Los Chiriguanos,Direc. Grl. Catastro (WMS),345007
Municipio Laguna Yema,Municipio,Laguna Yema,Direc. Grl. Catastro (WMS),340007
Municipio Las Lomitas,Municipio,Las Lomitas,Direc. Grl. Catastro (WMS),340133
Municipio Pozo del Tigre,Municipio,Pozo del Tigre,Direc. Grl. Catastro (WMS),340140
Municipio Estanislao del Campo,Municipio,Estanislao del Campo,Direc. Grl. Catastro (WMS),340098
Municipio Ibarreta,Municipio,Ibarreta,Direc. Grl. Catastro (WMS),340126
Municipio Comandante Fontana,Municipio,Comandante Fontana,Direc. Grl. Catastro (WMS),340091
Municipio Palo Santo,Municipio,Palo Santo,Direc. Grl. Catastro (WMS),340238
Municipio Pirané,Municipio,Pirané,Direc. Grl. Catastro (WMS),340245
Comisión de Fomento Gran Guardia,Comisión de Fomento,Gran Guardia,Direc. Grl. Catastro (WMS),345021
Comisión de Fomento San Hilario,Comisión de Fomento,San Hilario,Direc. Grl. Catastro (WMS),345028
Comisión de Fomento Subteniente Perín,Comisión de Fomento,Subteniente Perín,Direc. Grl. Catastro (WMS),345049
Municipio Formosa,Municipio,Formosa,Direc. Grl. Catastro (WMS),340028
Municipio Misión San Francisco de Laishí,Municipio,Misión San Francisco de Laishí,Direc. Grl. Catastro (WMS),340063
Municipio Mayor Vicente E. Villafañe,Municipio,Mayor Vicente E. Villafañe,Direc. Grl. Catastro (WMS),340231
Municipio Villa Dos Trece,Municipio,Villa Dos Trece,Direc. Grl. Catastro (WMS),340252
Municipio El Colorado,Municipio,El Colorado,Direc. Grl. Catastro (WMS),340224
Municipio Herradura,Municipio,Herradura,Direc. Grl. Catastro (WMS),340056
Municipio General Lucio Victorio Mansilla,Municipio,General Lucio Victorio Mansilla,Direc. Grl. Catastro (WMS),340049
Municipio Villa Escolar,Municipio,Villa Escolar,Direc. Grl. Catastro (WMS),340070
Municipio Río Grande,Municipio,Río Grande,AREF,940007
Municipio Tolhuin,Municipio,Tolhuin,AREF,942007
Municipio Ushuaia,Municipio,Ushuaia,AREF,940014
