municipio_nombre_largo,jurisdiccion_tipo,municipio_nombre,autoridad_fuente,municipio_id
Delegación Municipal La Eduvigis,Delegación Municipal,La Eduvigis,Direc. Pcial. de Catastro y Cartografía,220266
Municipio Las Garcitas,Municipio,Las Garcitas,Direc. Pcial. de Catastro y Cartografía,220455
Municipio Presidencia Roque Sáenz Peña,Municipio,Presidencia Roque Sáenz Peña,Direc. Pcial. de Catastro y Cartografía,220077
Municipio Pampa Almirón,Municipio,Pampa Almirón,Direc. Pcial. de Catastro y Cartografía,220280
Municipio Ciervo Petiso,Municipio,Ciervo Petiso,Direc. Pcial. de Catastro y Cartografía,220252
Municipio Avia Terai,Municipio,Avia Terai,Direc. Pcial. de Catastro y Cartografía,220210
Municipio Gral. San Martín,Municipio,Gral. San Martín,Direc. Pcial. de Catastro y Cartografía,220259
Municipio Laguna Limpia,Municipio,Laguna Limpia,Direc. Pcial. de Catastro y Cartografía,220273
Delegación Municipal Machagai,Delegación Municipal,Machagai,Direc. Pcial. de Catastro y Cartografía,220476
Delegación Municipal Quitilipi,Delegación Municipal,Quitilipi,Direc. Pcial. de Catastro y Cartografía,220378
Municipio Concepción del  Bermejo,Municipio,Concepción del  Bermejo,Direc. Pcial. de Catastro y Cartografía,220007
Municipio Pampa del  Infierno,Municipio,Pampa del  Infierno,Direc. Pcial. de Catastro y Cartografía,220021
Municipio Presidencia Roca,Municipio,Presidencia Roca,Direc. Pcial. de Catastro y Cartografía,220294
Municipio Pampa del  Indio,Municipio,Pampa del  Indio,Direc. Pcial. de Catastro y Cartografía,220287
Delegación Municipal Los Frentones,Delegación Municipal,Los Frentones,Direc. Pcial. de Catastro y Cartografía,220014
Delegación Municipal Juan José Castelli,Delegación Municipal,Juan José Castelli,Direc. Pcial. de Catastro y Cartografía,220182
Municipio Miraflores,Municipio,Miraflores,Direc. Pcial. de Catastro y Cartografía,220189
Delegación Municipal Villa Río Bermejito,Delegación Municipal,Villa Río Bermejito,Direc. Pcial. de Catastro y Cartografía,220203
Municipio Taco Pozo,Municipio,Taco Pozo,Direc. Pcial. de Catastro y Cartografía,220028
Municipio Misión Nueva Pompeya,Municipio,Misión Nueva Pompeya,Direc. Pcial. de Catastro y Cartografía,220169
Municipio Fuerte Esperanza,Municipio,Fuerte Esperanza,Direc. Pcial. de Catastro y Cartografía,220175
Delegación Municipal El Sauzalito,Delegación Municipal,El Sauzalito,Direc. Pcial. de Catastro y Cartografía,220168
Municipio Tres Isletas,Municipio,Tres Isletas,Direc. Pcial. de Catastro y Cartografía,220301
Municipio Isla del  Cerrito,Municipio,Isla del  Cerrito,Direc. Pcial. de Catastro y Cartografía,220042
Delegación Municipal Colonia Benitez,Delegación Municipal,Colonia Benitez,Direc. Pcial. de Catastro y Cartografía,220364
Delegación Municipal Colonias Elisa,Delegación Municipal,Colonias Elisa,Direc. Pcial. de Catastro y Cartografía,220441
Municipio Colonias Unidas,Municipio,Colonias Unidas,Direc. Pcial. de Catastro y Cartografía,220448
Municipio Juan Pujol,Municipio,Juan Pujol,Dirección de Estadística y Censos,180259
Municipio Pueblo Libertador,Municipio,Pueblo Libertador,Dirección de Estadística y Censos,180091
Municipio Monte Caseros,Municipio,Monte Caseros,Dirección de Estadística y Censos,180273
Municipio Colonia Libertad,Municipio,Colonia Libertad,Dirección de Estadística y Censos,180252
Municipio Bonpland,Municipio,Bonpland,Dirección de Estadística y Censos,180280
Municipio Parada Pucheta,Municipio,Parada Pucheta,Dirección de Estadística y Censos,180287
Municipio Sauce,Municipio,Sauce,Dirección de Estadística y Censos,180455
Municipio Esquina,Municipio,Esquina,Dirección de Estadística y Censos,180084
Municipio Curuzú Cuatiá,Municipio,Curuzú Cuatiá,Dirección de Estadística y Censos,180063
Municipio Yapeyú,Municipio,Yapeyú,Dirección de Estadística y Censos,180378
Municipio Guaviraví,Municipio,Guaviraví,Dirección de Estadística y Censos,180364
Municipio Mariano I. Loza,Municipio,Mariano I. Loza,Dirección de Estadística y Censos,180238
Municipio Tapebicuá,Municipio,Tapebicuá,Dirección de Estadística y Censos,180301
Municipio Paso de los  Libres,Municipio,Paso de los  Libres,Dirección de Estadística y Censos,180294
Municipio Carolina,Municipio,Carolina,Dirección de Estadística y Censos,180137
Municipio Goya,Municipio,Goya,Dirección de Estadística y Censos,180140
Municipio Perugorría,Municipio,Perugorría,Dirección de Estadística y Censos,180070
Municipio Lavalle,Municipio,Lavalle,Dirección de Estadística y Censos,180203
Municipio Yataytí Calle,Municipio,Yataytí Calle,Dirección de Estadística y Censos,180217
Municipio Felipe Yofré,Municipio,Felipe Yofré,Dirección de Estadística y Censos,180231
Municipio Santa Lucía,Municipio,Santa Lucía,Dirección de Estadística y Censos,180210
Municipio Gobernador Martínez,Municipio,Gobernador Martínez,Dirección de Estadística y Censos,180196
Municipio Cruz de los  Milagros,Municipio,Cruz de los  Milagros,Dirección de Estadística y Censos,180189
Municipio 9 de Julio,Municipio,9 de Julio,Dirección de Estadística y Censos,180399
Municipio Chavarría,Municipio,Chavarría,Dirección de Estadística y Censos,180413
Municipio Estación Torrent,Municipio,Estación Torrent,Dirección de Estadística y Censos,180105
Municipio Pedro R. Fernández,Municipio,Pedro R. Fernández,Dirección de Estadística y Censos,180406
Municipio Mercedes,Municipio,Mercedes,Dirección de Estadística y Censos,180245
Municipio Alvear,Municipio,Alvear,Dirección de Estadística y Censos,180098
Municipio Colonia Pando,Municipio,Colonia Pando,Dirección de Estadística y Censos,180417
Municipio Tatacuá,Municipio,Tatacuá,Dirección de Estadística y Censos,180056
Municipio San Roque,Municipio,San Roque,Dirección de Estadística y Censos,180420
Municipio La Cruz,Municipio,La Cruz,Dirección de Estadística y Censos,180371
Municipio Colonia Carlos Pellegrini,Municipio,Colonia Carlos Pellegrini,Dirección de Estadística y Censos,180357
Municipio Tabay,Municipio,Tabay,Dirección de Estadística y Censos,180049
Municipio Bella Vista,Municipio,Bella Vista,Dirección de Estadística y Censos,180007
Municipio Concepción,Municipio,Concepción,Dirección de Estadística y Censos,180042
Municipio Jose Rafael Gomez,Municipio,Jose Rafael Gomez,Dirección de Estadística y Censos,180441
Municipio San Lorenzo,Municipio,San Lorenzo,Dirección de Estadística y Censos,180315
Municipio Colonia Santa Rosa,Municipio,Colonia Santa Rosa,Dirección de Estadística y Censos,180035
Municipio Saladas,Municipio,Saladas,Dirección de Estadística y Censos,180308
Municipio Garruchos,Municipio,Garruchos,Dirección de Estadística y Censos,180427
Municipio Santo Tomé,Municipio,Santo Tomé,Dirección de Estadística y Censos,180448
Municipio Palmar Grande,Municipio,Palmar Grande,Dirección de Estadística y Censos,180133
Municipio Mburucuyá,Municipio,Mburucuyá,Dirección de Estadística y Censos,180224
Municipio Gobernador Ing. Valentín Virasoro,Municipio,Gobernador Ing. Valentín Virasoro,Dirección de Estadística y Censos,180434
Municipio San Miguel,Municipio,San Miguel,Dirección de Estadística y Censos,180392
Municipio Empedrado,Municipio,Empedrado,Dirección de Estadística y Censos,180077
Municipio San Antonio,Municipio,San Antonio,IGN,180175
Municipio Colonia Liebig'S,Municipio,Colonia Liebig'S,Dirección de Estadística y Censos,180161
Municipio Villa Olivari,Municipio,Villa Olivari,Dirección de Estadística y Censos,180186
Municipio Lomas de Vallejos,Municipio,Lomas de Vallejos,Dirección de Estadística y Censos,180126
Municipio Riachuelo,Municipio,Riachuelo,Dirección de Estadística y Censos,180028
Municipio Herlitzka,Municipio,Herlitzka,Dirección de Estadística y Censos,180343
Municipio Caá Catí,Municipio,Caá Catí,Dirección de Estadística y Censos,180112
Municipio Loreto,Municipio,Loreto,Dirección de Estadística y Censos,180385
Municipio Itá Ibaté,Municipio,Itá Ibaté,Dirección de Estadística y Censos,180119
Municipio San Carlos,Municipio,San Carlos,Dirección de Estadística y Censos,180182
Municipio Berón de Astrada,Municipio,Berón de Astrada,Dirección de Estadística y Censos,180014
Municipio San Luis del  Palmar,Municipio,San Luis del  Palmar,Dirección de Estadística y Censos,180350
Municipio Santa Ana,Municipio,Santa Ana,Dirección de Estadística y Censos,180336
Municipio Corrientes,Municipio,Corrientes,Dirección de Estadística y Censos,180021
Municipio Ituzaingó,Municipio,Ituzaingó,Dirección de Estadística y Censos,180168
Municipio Ramada Paso,Municipio,Ramada Paso,Dirección de Estadística y Censos,180154
Municipio San Cosme,Municipio,San Cosme,Dirección de Estadística y Censos,180329
Municipio Paso de la Patria,Municipio,Paso de la Patria,Dirección de Estadística y Censos,180322
Municipio Itatí,Municipio,Itatí,Dirección de Estadística y Censos,180147
Municipio Mocoretá,Municipio,Mocoretá,Dirección de Estadística y Censos,180266
Municipio San Isidro,Municipio,San Isidro,Dirección de Estadística y Censos,180143
Municipio Saladillo,Municipio,Saladillo,ARBA - Gerencia de Servicios Catastrales,060707
Municipio Las Flores,Municipio,Las Flores,ARBA - Gerencia de Servicios Catastrales,060455
Municipio Rojas,Municipio,Rojas,ARBA - Gerencia de Servicios Catastrales,060686
Municipio Escobar,Municipio,Escobar,ARBA - Gerencia de Servicios Catastrales,060252
Municipio José C. Paz,Municipio,José C. Paz,ARBA - Gerencia de Servicios Catastrales,060412
Municipio San Antonio de Areco,Municipio,San Antonio de Areco,ARBA - Gerencia de Servicios Catastrales,060735
Municipio Maipú,Municipio,Maipú,ARBA - Gerencia de Servicios Catastrales,060511
Municipio Moreno,Municipio,Moreno,ARBA - Gerencia de Servicios Catastrales,060560
Municipio La Matanza,Municipio,La Matanza,ARBA - Gerencia de Servicios Catastrales,060427
Municipio General Paz,Municipio,General Paz,ARBA - Gerencia de Servicios Catastrales,060343
Municipio General Guido,Municipio,General Guido,ARBA - Gerencia de Servicios Catastrales,060308
Municipio General Juan Madariaga,Municipio,General Juan Madariaga,ARBA - Gerencia de Servicios Catastrales,060315
Municipio Tandil,Municipio,Tandil,ARBA - Gerencia de Servicios Catastrales,060791
Municipio Coronel Suárez,Municipio,Coronel Suárez,ARBA - Gerencia de Servicios Catastrales,060203
Municipio Adolfo Gonzales Chaves,Municipio,Adolfo Gonzales Chaves,ARBA - Gerencia de Servicios Catastrales,060014
Municipio Bahía Blanca,Municipio,Bahía Blanca,ARBA - Gerencia de Servicios Catastrales,060056
Municipio General Alvarado,Municipio,General Alvarado,ARBA - Gerencia de Servicios Catastrales,060280
Municipio General Pueyrredón,Municipio,General Pueyrredón,ARBA - Gerencia de Servicios Catastrales,060357
Municipio Mar Chiquita,Municipio,Mar Chiquita,ARBA - Gerencia de Servicios Catastrales,060518
Municipio Villa Gesell,Municipio,Villa Gesell,ARBA - Gerencia de Servicios Catastrales,060868
Municipio Pinamar,Municipio,Pinamar,ARBA - Gerencia de Servicios Catastrales,060644
Municipio General Lavalle,Municipio,General Lavalle,ARBA - Gerencia de Servicios Catastrales,060336
Municipio La Costa,Municipio,La Costa,ARBA - Gerencia de Servicios Catastrales,060420
Municipio Magdalena,Municipio,Magdalena,ARBA - Gerencia de Servicios Catastrales,060505
Municipio Vicente López,Municipio,Vicente López,ARBA - Gerencia de Servicios Catastrales,060861
Municipio Pergamino,Municipio,Pergamino,ARBA - Gerencia de Servicios Catastrales,060623
Municipio Rauch,Municipio,Rauch,ARBA - Gerencia de Servicios Catastrales,060672
Municipio Salliqueló,Municipio,Salliqueló,ARBA - Gerencia de Servicios Catastrales,060721
Municipio Berazategui,Municipio,Berazategui,ARBA - Gerencia de Servicios Catastrales,060091
Municipio Tornquist,Municipio,Tornquist,ARBA - Gerencia de Servicios Catastrales,060819
Municipio Coronel Pringles,Municipio,Coronel Pringles,ARBA - Gerencia de Servicios Catastrales,060196
Municipio Tigre,Municipio,Tigre,ARBA - Gerencia de Servicios Catastrales,060805
Municipio General Pinto,Municipio,General Pinto,ARBA - Gerencia de Servicios Catastrales,060351
Municipio San Cayetano,Municipio,San Cayetano,ARBA - Gerencia de Servicios Catastrales,060742
Municipio Tres Arroyos,Municipio,Tres Arroyos,ARBA - Gerencia de Servicios Catastrales,060833
Municipio Coronel Dorrego,Municipio,Coronel Dorrego,ARBA - Gerencia de Servicios Catastrales,060189
Municipio Necochea,Municipio,Necochea,ARBA - Gerencia de Servicios Catastrales,060581
Municipio Lezama,Municipio,Lezama,ARBA - Gerencia de Servicios Catastrales,060466
Municipio Chascomús,Municipio,Chascomús,ARBA - Gerencia de Servicios Catastrales,060218
Municipio Punta Indio,Municipio,Punta Indio,ARBA - Gerencia de Servicios Catastrales,060655
Municipio Campana,Municipio,Campana,ARBA - Gerencia de Servicios Catastrales,060126
Municipio Adolfo Alsina,Municipio,Adolfo Alsina,ARBA - Gerencia de Servicios Catastrales,060007
Municipio Pellegrini,Municipio,Pellegrini,ARBA - Gerencia de Servicios Catastrales,060616
Municipio Puán,Municipio,Puán,ARBA - Gerencia de Servicios Catastrales,060651
Municipio Villarino,Municipio,Villarino,ARBA - Gerencia de Servicios Catastrales,060875
Municipio General Villegas,Municipio,General Villegas,ARBA - Gerencia de Servicios Catastrales,060392
Municipio Castelli,Municipio,Castelli,ARBA - Gerencia de Servicios Catastrales,060168
Municipio Almirante Brown,Municipio,Almirante Brown,ARBA - Gerencia de Servicios Catastrales,060028
Municipio La Plata,Municipio,La Plata,ARBA - Gerencia de Servicios Catastrales,060441
Municipio Presidente Perón,Municipio,Presidente Perón,ARBA - Gerencia de Servicios Catastrales,060648
Municipio Brandsen,Municipio,Brandsen,ARBA - Gerencia de Servicios Catastrales,060119
Municipio Carlos Casares,Municipio,Carlos Casares,ARBA - Gerencia de Servicios Catastrales,060147
Municipio Carlos Tejedor,Municipio,Carlos Tejedor,ARBA - Gerencia de Servicios Catastrales,060154
Municipio 25 de Mayo,Municipio,25 de Mayo,ARBA - Gerencia de Servicios Catastrales,060854
Municipio 9 de Julio,Municipio,9 de Julio,ARBA - Gerencia de Servicios Catastrales,060588
Municipio Pehuajó,Municipio,Pehuajó,ARBA - Gerencia de Servicios Catastrales,060609
Municipio Trenque Lauquen,Municipio,Trenque Lauquen,ARBA - Gerencia de Servicios Catastrales,060826
Municipio General Belgrano,Municipio,General Belgrano,ARBA - Gerencia de Servicios Catastrales,060301
Municipio Monte,Municipio,Monte,ARBA - Gerencia de Servicios Catastrales,060547
Municipio Roque Pérez,Municipio,Roque Pérez,ARBA - Gerencia de Servicios Catastrales,060693
Municipio Olavarría,Municipio,Olavarría,ARBA - Gerencia de Servicios Catastrales,060595
Municipio Merlo,Municipio,Merlo,ARBA - Gerencia de Servicios Catastrales,060539
Municipio Esteban Echeverría,Municipio,Esteban Echeverría,ARBA - Gerencia de Servicios Catastrales,060260
Municipio Arrecifes,Municipio,Arrecifes,ARBA - Gerencia de Servicios Catastrales,060077
Municipio Capitán Sarmiento,Municipio,Capitán Sarmiento,ARBA - Gerencia de Servicios Catastrales,060140
Municipio Carmen de Areco,Municipio,Carmen de Areco,ARBA - Gerencia de Servicios Catastrales,060161
Municipio Salto,Municipio,Salto,ARBA - Gerencia de Servicios Catastrales,060714
Municipio Exaltación de la Cruz,Municipio,Exaltación de la Cruz,ARBA - Gerencia de Servicios Catastrales,060266
Municipio San Miguel,Municipio,San Miguel,ARBA - Gerencia de Servicios Catastrales,060760
Municipio San Andrés de Giles,Municipio,San Andrés de Giles,ARBA - Gerencia de Servicios Catastrales,060728
Municipio Junín,Municipio,Junín,ARBA - Gerencia de Servicios Catastrales,060413
Municipio Mercedes,Municipio,Mercedes,ARBA - Gerencia de Servicios Catastrales,060532
Municipio Pilar,Municipio,Pilar,ARBA - Gerencia de Servicios Catastrales,060638
Municipio Luján,Municipio,Luján,ARBA - Gerencia de Servicios Catastrales,060497
Municipio Hurlingham,Municipio,Hurlingham,ARBA - Gerencia de Servicios Catastrales,060408
Municipio Morón,Municipio,Morón,ARBA - Gerencia de Servicios Catastrales,060568
Municipio Chacabuco,Municipio,Chacabuco,ARBA - Gerencia de Servicios Catastrales,060210
Municipio Malvinas Argentinas,Municipio,Malvinas Argentinas,ARBA - Gerencia de Servicios Catastrales,060515
Municipio General San Martín,Municipio,General San Martín,ARBA - Gerencia de Servicios Catastrales,060371
Municipio Lincoln,Municipio,Lincoln,ARBA - Gerencia de Servicios Catastrales,060469
Municipio Ituzaingó,Municipio,Ituzaingó,ARBA - Gerencia de Servicios Catastrales,060410
Municipio General Rodríguez,Municipio,General Rodríguez,ARBA - Gerencia de Servicios Catastrales,060364
Municipio Suipacha,Municipio,Suipacha,ARBA - Gerencia de Servicios Catastrales,060784
Municipio Tres de Febrero,Municipio,Tres de Febrero,ARBA - Gerencia de Servicios Catastrales,060840
Municipio Chivilcoy,Municipio,Chivilcoy,ARBA - Gerencia de Servicios Catastrales,060224
Municipio Alberti,Municipio,Alberti,ARBA - Gerencia de Servicios Catastrales,060021
Municipio Bragado,Municipio,Bragado,ARBA - Gerencia de Servicios Catastrales,060112
Municipio Lanús,Municipio,Lanús,ARBA - Gerencia de Servicios Catastrales,060434
Municipio General las  Heras,Municipio,General las  Heras,ARBA - Gerencia de Servicios Catastrales,060329
Municipio Marcos Paz,Municipio,Marcos Paz,ARBA - Gerencia de Servicios Catastrales,060525
Municipio Lomas de Zamora,Municipio,Lomas de Zamora,ARBA - Gerencia de Servicios Catastrales,060490
Municipio General Viamonte,Municipio,General Viamonte,ARBA - Gerencia de Servicios Catastrales,060385
Municipio Ezeiza,Municipio,Ezeiza,ARBA - Gerencia de Servicios Catastrales,060270
Municipio Florencio Varela,Municipio,Florencio Varela,ARBA - Gerencia de Servicios Catastrales,060274
Municipio Navarro,Municipio,Navarro,ARBA - Gerencia de Servicios Catastrales,060574
Municipio Cañuelas,Municipio,Cañuelas,ARBA - Gerencia de Servicios Catastrales,060134
Municipio San Vicente,Municipio,San Vicente,ARBA - Gerencia de Servicios Catastrales,060778
Municipio Lobos,Municipio,Lobos,ARBA - Gerencia de Servicios Catastrales,060483
Municipio General Alvear,Municipio,General Alvear,ARBA - Gerencia de Servicios Catastrales,060287
Municipio Quilmes,Municipio,Quilmes,ARBA - Gerencia de Servicios Catastrales,060658
Municipio Pila,Municipio,Pila,ARBA - Gerencia de Servicios Catastrales,060630
Municipio General la Madrid,Municipio,General la Madrid,ARBA - Gerencia de Servicios Catastrales,060322
Municipio Bolívar,Municipio,Bolívar,ARBA - Gerencia de Servicios Catastrales,060105
Municipio Balcarce,Municipio,Balcarce,ARBA - Gerencia de Servicios Catastrales,060063
Municipio Tapalqué,Municipio,Tapalqué,ARBA - Gerencia de Servicios Catastrales,060798
Municipio Hipólito Yrigoyen,Municipio,Hipólito Yrigoyen,ARBA - Gerencia de Servicios Catastrales,060406
Municipio Dolores,Municipio,Dolores,ARBA - Gerencia de Servicios Catastrales,060238
Municipio Azul,Municipio,Azul,ARBA - Gerencia de Servicios Catastrales,060049
Municipio Daireaux,Municipio,Daireaux,ARBA - Gerencia de Servicios Catastrales,060231
Municipio Tres Lomas,Municipio,Tres Lomas,ARBA - Gerencia de Servicios Catastrales,060847
Municipio Ayacucho,Municipio,Ayacucho,ARBA - Gerencia de Servicios Catastrales,060042
Municipio Guaminí,Municipio,Guaminí,ARBA - Gerencia de Servicios Catastrales,060399
Municipio Ensenada,Municipio,Ensenada,ARBA - Gerencia de Servicios Catastrales,060245
Municipio Laprida,Municipio,Laprida,ARBA - Gerencia de Servicios Catastrales,060448
Municipio Avellaneda,Municipio,Avellaneda,ARBA - Gerencia de Servicios Catastrales,060035
Municipio San Isidro,Municipio,San Isidro,ARBA - Gerencia de Servicios Catastrales,060756
Municipio Benito Juárez,Municipio,Benito Juárez,ARBA - Gerencia de Servicios Catastrales,060084
Municipio Colón,Municipio,Colón,ARBA - Gerencia de Servicios Catastrales,060175
Municipio Saavedra,Municipio,Saavedra,ARBA - Gerencia de Servicios Catastrales,060700
Municipio Monte Hermoso,Municipio,Monte Hermoso,ARBA - Gerencia de Servicios Catastrales,060553
Municipio Lobería,Municipio,Lobería,ARBA - Gerencia de Servicios Catastrales,060476
Municipio Berisso,Municipio,Berisso,ARBA - Gerencia de Servicios Catastrales,060098
Municipio Tordillo,Municipio,Tordillo,ARBA - Gerencia de Servicios Catastrales,060812
Municipio San Fernando,Municipio,San Fernando,ARBA - Gerencia de Servicios Catastrales,060749
Municipio Zárate,Municipio,Zárate,ARBA - Gerencia de Servicios Catastrales,060882
Municipio Ramallo,Municipio,Ramallo,ARBA - Gerencia de Servicios Catastrales,060665
Municipio San Nicolás,Municipio,San Nicolás,ARBA - Gerencia de Servicios Catastrales,060763
Municipio Leandro N. Alem,Municipio,Leandro N. Alem,ARBA - Gerencia de Servicios Catastrales,060462
Municipio General Arenales,Municipio,General Arenales,ARBA - Gerencia de Servicios Catastrales,060294
Municipio Rivadavia,Municipio,Rivadavia,ARBA - Gerencia de Servicios Catastrales,060679
Municipio Patagones,Municipio,Patagones,ARBA - Gerencia de Servicios Catastrales,060602
Municipio Coronel de Marina Leonardo Rosales,Municipio,Coronel de Marina Leonardo Rosales,ARBA - Gerencia de Servicios Catastrales,060182
Municipio Baradero,Municipio,Baradero,ARBA - Gerencia de Servicios Catastrales,060070
Municipio San Pedro,Municipio,San Pedro,ARBA - Gerencia de Servicios Catastrales,060770
Municipio Florentino Ameghino,Municipio,Florentino Ameghino,ARBA - Gerencia de Servicios Catastrales,060277
Comuna Videla,Comuna,Videla,Servicio de Catastro e Información Territorial,823974
Comuna San Bernardo,Comuna,San Bernardo,Servicio de Catastro e Información Territorial,823946
Comuna Angeloni,Comuna,Angeloni,Servicio de Catastro e Información Territorial,823862
Comuna San Mart,Comuna,San Mart,Servicio de Catastro e Información Territorial,823953
Comuna Colonia Dolores,Comuna,Colonia Dolores,Servicio de Catastro e Información Territorial,823876
Comuna La Brava,Comuna,La Brava,Servicio de Catastro e Información Territorial,823708
Comuna Silva,Comuna,Silva,Servicio de Catastro e Información Territorial,823960
Comuna Marcelino Escalada,Comuna,Marcelino Escalada,Servicio de Catastro e Información Territorial,823918
Comuna Ramayón,Comuna,Ramayón,Servicio de Catastro e Información Territorial,823939
Comuna Cacique Ariacaiquín,Comuna,Cacique Ariacaiquín,Servicio de Catastro e Información Territorial,823694
Municipio San Justo,Municipio,San Justo,Servicio de Catastro e Información Territorial,820259
Comuna Susana,Comuna,Susana,Servicio de Catastro e Información Territorial,822364
Comuna Los Amores,Comuna,Los Amores,Servicio de Catastro e Información Territorial,824184
Comuna Helvecia,Comuna,Helvecia,Servicio de Catastro e Información Territorial,822553
Comuna Saladero Mariano Cabal,Comuna,Saladero Mariano Cabal,Servicio de Catastro e Información Territorial,822560
Comuna Colonia Mascias,Comuna,Colonia Mascias,Servicio de Catastro e Información Territorial,822546
Comuna Pueblo Irigoyen,Comuna,Pueblo Irigoyen,Servicio de Catastro e Información Territorial,823792
Comuna Casalegno,Comuna,Casalegno,Servicio de Catastro e Información Territorial,823750
Comuna San Fabián,Comuna,San Fabián,Servicio de Catastro e Información Territorial,823841
Comuna Arocena,Comuna,Arocena,Servicio de Catastro e Información Territorial,823722
Comuna Cañada Rosquín,Comuna,Cañada Rosquín,Servicio de Catastro e Información Territorial,824044
Comuna Colonia Bigand,Comuna,Colonia Bigand,Servicio de Catastro e Información Territorial,822161
Comuna Pavón Arriba,Comuna,Pavón Arriba,Servicio de Catastro e Información Territorial,822497
Comuna La Vanguardia,Comuna,La Vanguardia,Servicio de Catastro e Información Territorial,822476
Comuna Pavón,Comuna,Pavón,Servicio de Catastro e Información Territorial,822490
Comuna Melincué,Comuna,Melincué,Servicio de Catastro e Información Territorial,822693
Comuna Monte Oscuridad,Comuna,Monte Oscuridad,Servicio de Catastro e Información Territorial,823617
Comuna Suardi,Comuna,Suardi,Servicio de Catastro e Información Territorial,823666
Comuna Dos Rosas y la Legua,Comuna,Dos Rosas y la Legua,Servicio de Catastro e Información Territorial,823540
Comuna Colonia Bossi,Comuna,Colonia Bossi,Servicio de Catastro e Información Territorial,823512
Municipio Coronda,Municipio,Coronda,Servicio de Catastro e Información Territorial,820245
Comuna Las Avispas,Comuna,Las Avispas,Servicio de Catastro e Información Territorial,823589
Comuna Huanqueros,Comuna,Huanqueros,Servicio de Catastro e Información Territorial,823554
Municipio Villa Ocampo,Municipio,Villa Ocampo,Servicio de Catastro e Información Territorial,82119
Comuna Golondrina,Comuna,Golondrina,Servicio de Catastro e Información Territorial,824163
Comuna Serodino,Comuna,Serodino,Servicio de Catastro e Información Territorial,822938
Comuna San Jerónimo Sud,Comuna,San Jerónimo Sud,Servicio de Catastro e Información Territorial,824023
Comuna Theobald,Comuna,Theobald,Servicio de Catastro e Información Territorial,822532
Comuna Gregoria Pérez de Denis,Comuna,Gregoria Pérez de Denis,Servicio de Catastro e Información Territorial,823295
Comuna Constanza,Comuna,Constanza,Servicio de Catastro e Información Territorial,823526
Municipio San Genaro,Municipio,San Genaro,Servicio de Catastro e Información Territorial,820256
Comuna Santa Margarita,Comuna,Santa Margarita,Servicio de Catastro e Información Territorial,823337
Comuna Gato Colorado,Comuna,Gato Colorado,Servicio de Catastro e Información Territorial,823288
Comuna Villa Guillermina,Comuna,Villa Guillermina,Servicio de Catastro e Información Territorial,822875
Comuna Florencia,Comuna,Florencia,Servicio de Catastro e Información Territorial,822798
Comuna El Rabón,Comuna,El Rabón,Servicio de Catastro e Información Territorial,822784
Municipio Las Toscas,Municipio,Las Toscas,Servicio de Catastro e Información Territorial,820098
Comuna San Antonio de Obligado,Comuna,San Antonio de Obligado,Servicio de Catastro e Información Territorial,822854
Comuna Tacuarendí,Comuna,Tacuarendí,Servicio de Catastro e Información Territorial,822861
Comuna Arroyo Ceibal,Comuna,Arroyo Ceibal,Servicio de Catastro e Información Territorial,822763
Municipio Avellaneda,Municipio,Avellaneda,Servicio de Catastro e Información Territorial,820091
Municipio Reconquista,Municipio,Reconquista,Servicio de Catastro e Información Territorial,820112
Comuna Colonia Durán,Comuna,Colonia Durán,Servicio de Catastro e Información Territorial,823701
Comuna Cañada Ombú,Comuna,Cañada Ombú,Servicio de Catastro e Información Territorial,824142
Comuna Villa Minetti,Comuna,Villa Minetti,Servicio de Catastro e Información Territorial,823344
Comuna San Bernardo,Comuna,San Bernardo,Servicio de Catastro e Información Territorial,823330
Comuna Fortín Olmos,Comuna,Fortín Olmos,Servicio de Catastro e Información Territorial,824149
Comuna Villa Ana,Comuna,Villa Ana,Servicio de Catastro e Información Territorial,822868
Comuna San Guillermo,Comuna,San Guillermo,Servicio de Catastro e Información Territorial,823645
Comuna Curupaity,Comuna,Curupaity,Servicio de Catastro e Información Territorial,823533
Comuna Arrufo,Comuna,Arrufo,Servicio de Catastro e Información Territorial,823491
Comuna Bella Italia,Comuna,Bella Italia,Servicio de Catastro e Información Territorial,822140
Comuna La Rubia,Comuna,La Rubia,Servicio de Catastro e Información Territorial,823582
Comuna Colonia Ana,Comuna,Colonia Ana,Servicio de Catastro e Información Territorial,823505
Comuna Villa Trinidad,Comuna,Villa Trinidad,Servicio de Catastro e Información Territorial,823680
Comuna Colonia Rosa,Comuna,Colonia Rosa,Servicio de Catastro e Información Territorial,823519
Comuna Moisés Ville,Comuna,Moisés Ville,Servicio de Catastro e Información Territorial,823603
Comuna Palacios,Comuna,Palacios,Servicio de Catastro e Información Territorial,823631
Comuna Las Palmeras,Comuna,Las Palmeras,Servicio de Catastro e Información Territorial,823596
Comuna Monigotes,Comuna,Monigotes,Servicio de Catastro e Información Territorial,823610
Comuna Ambrosetti,Comuna,Ambrosetti,Servicio de Catastro e Información Territorial,823484
Comuna Santurce,Comuna,Santurce,Servicio de Catastro e Información Territorial,823652
Comuna La Lucila,Comuna,La Lucila,Servicio de Catastro e Información Territorial,823575
Comuna Capivara,Comuna,Capivara,Servicio de Catastro e Información Territorial,823498
Comuna Colonia la Clara,Comuna,Colonia la Clara,Servicio de Catastro e Información Territorial,823568
