,Provincia,FORMULAS - AGRUPACIONES    POLITICAS,VOTOS,%
131,LA PAMPA,CASTELLS - PELOZO (MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y    DESOCUPADOS),143,0.0009
132,LA PAMPA,MUSSA -    NESPRAL (CONFEDERACION LEALTAD POPULAR),103,0.0006
133,LA RIOJA,"RODRIGUEZ SAA - MAYA (ALIANZA FRENTE JUSTICIA, UNION Y LIBERTAD)",36045,0.2587
134,LA RIOJA,LAVAGNA - MORALES (ALIANZA CONCERTACION PARA UNA NACION    AVANZADA),22008,0.15789999999999998
135,LA RIOJA,CARRIO - GIUSTINIANI (ALIANZA CONFEDERACION COALICION CIVICA),8454,0.060700000000000004
136,LA RIOJA,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),1513,0.0109
137,LA RIOJA,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),1430,0.0103
138,LA RIOJA,SOBISCH - ASIS (EL MOVIMIENTO DE LAS PROVINCIAS UNIDAS - UNION    POPULAR - MOVIMIENTO DE ACCION VECINAL - MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),763,0.0055000000000000005
139,LA RIOJA,SOLANAS - CADELLI (SOCIALISTA AUTENTICO),379,0.0027
140,LA RIOJA,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),338,0.0024
141,LA RIOJA,PITROLA - ARROYOS (OBRERO),257,0.0018
142,LA RIOJA,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),164,0.0012
143,MENDOZA,CARRIO - GIUSTINIANI (ALIANZA CONFEDERACION COALICION CIVICA),102903,0.128
144,MENDOZA,"RODRIGUEZ SAA - MAYA (ALIANZA FRENTE JUSTICIA, UNION Y LIBERTAD)",33897,0.0421
145,MENDOZA,SOBISCH - ASIS (EL MOVIMIENTO DE LAS PROVINCIAS UNIDAS - UNION    POPULAR - MOVIMIENTO DE ACCION VECINAL - MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),9863,0.0123
146,MENDOZA,LOPEZ MURPHY - BULLRICH (RECREAR PARA EL CRECIMIENTO),6069,0.0075
147,MENDOZA,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),3733,0.0046
148,MENDOZA,SOLANAS - CADELLI (SOCIALISTA AUTENTICO),2726,0.0034000000000000002
149,MENDOZA,PITROLA - ARROYOS (OBRERO),2512,0.0031
150,MENDOZA,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),2144,0.0027
151,MENDOZA,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),1903,0.0024
152,MENDOZA,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),1274,0.0016
153,MENDOZA,CASTELLS - PELOZO (MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y    DESOCUPADOS),13,0.0
154,MENDOZA,MUSSA - NESPRAL (CONFEDERACION LEALTAD POPULAR),1,0.0
155,MISIONES,CARRIO - GIUSTINIANI (ALIANZA CONFEDERACION COALICION CIVICA),36103,0.0825
156,MISIONES,"RODRIGUEZ SAA - MAYA (ALIANZA FRENTE JUSTICIA, UNION Y LIBERTAD)",23758,0.054299999999999994
157,MISIONES,SOBISCH - ASIS (EL MOVIMIENTO DE LAS PROVINCIAS UNIDAS - UNION    POPULAR - MOVIMIENTO DE ACCION VECINAL - MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),1517,0.0034000000000000002
158,MISIONES,SOLANAS - CADELLI (SOCIALISTA AUTENTICO),1142,0.0026
159,MISIONES,LOPEZ MURPHY - BULLRICH (RECREAR PARA EL CRECIMIENTO),1003,0.0023
160,MISIONES,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),1017,0.0023
161,MISIONES,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),796,0.0018
162,MISIONES,PITROLA - ARROYOS (OBRERO),574,0.0013
163,MISIONES,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),421,0.0009
164,MISIONES,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),309,0.0007000000000000001
165,MISIONES,CASTELLS - PELOZO (MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y    DESOCUPADOS),173,0.0004
166,MISIONES,MUSSA - NESPRAL (CONFEDERACION LEALTAD POPULAR),146,0.0003
167,NEUQUEN,SOBISCH - ASIS (EL MOVIMIENTO DE LAS PROVINCIAS UNIDAS - UNION    POPULAR - MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDECIA - MOVIMIENTO    INDEPENDIENTE DE JUBILADOS Y DESOCUPADOS),51282,0.20440000000000003
168,NEUQUEN,LAVAGNA - MORALES (ALIANZA CONCERTACION PARA UNA NACION    AVANZADA),24873,0.0992
169,NEUQUEN,"RODRIGUEZ SAA - MAYA (ALIANZA FRENTE JUSTICIA, UNION Y LIBERTAD)",9000,0.0359
170,NEUQUEN,SOLANAS - CADELLI (SOCIALISTA AUTENTICO),5728,0.022799999999999997
171,NEUQUEN,LOPEZ MURPHY - BULLRICH (RECREAR PARA EL CRECIMIENTO),3667,0.0146
172,NEUQUEN,PITROLA - ARROYOS (OBRERO),1932,0.0077
173,NEUQUEN,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),1889,0.0075
174,NEUQUEN,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),1781,0.0070999999999999995
175,NEUQUEN,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),1425,0.005699999999999999
176,NEUQUEN,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),1055,0.0042
177,RIO NEGRO,LAVAGNA - MORALES (ALIANZA CONCERTACION PARA UNA NACION    AVANZADA),33583,0.1195
178,RIO NEGRO,SOBISCH - ASIS (EL MOVIMIENTO DE LAS PROVINCIAS UNIDAS - UNION    POPULAR - MOVIMIENTO DE ACCION VECINAL - MOVIMIENTO POR LA DIGNIDAD Y LA    INDEPENDENCIA),12881,0.0458
179,RIO NEGRO,"RODRIGUEZ SAA - MAYA (ALIANZA FRENTE JUSTICIA, UNION Y LIBERTAD)",9602,0.0342
180,RIO NEGRO,SOLANAS - CADELLI (SOCIALISTA AUTENTICO),5719,0.0203
181,RIO NEGRO,PITROLA - ARROYOS (OBRERO),2348,0.0083
182,RIO NEGRO,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),2138,0.0076
183,RIO NEGRO,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),1624,0.0058
184,RIO NEGRO,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),1389,0.0049
185,RIO NEGRO,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),1155,0.0040999999999999995
186,RIO NEGRO,LOPEZ MURPHY - BULLRICH (RECREAR PARA EL CRECIMIENTO),903,0.0032
187,RIO NEGRO,CASTELLS - PELOZO (MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y    DESOCUPADOS),126,0.0004
188,RIO NEGRO,MUSSA - NESPRAL (CONFEDERACION LEALTAD POPULAR),71,0.0003
189,RIO NEGRO,VOTOS POSITIVOS,281090,0.9512
190,SALTA,CARRIO - GIUSTINIANI (ALIANZA CONFEDERACION COALICION CIVICA),33393,0.0668
191,SALTA,PITROLA - ARROYOS (OBRERO),7759,0.0155
192,SALTA,"RODRIGUEZ SAA - MAYA (ALIANZA FRENTE JUSTICIA, UNION Y LIBERTAD)",7244,0.014499999999999999
193,SALTA,SOBISCH - ASIS (EL MOVIMIENTO DE    LAS PROVINCIAS UNIDAS - UNION POPULAR - MOVIMIENTO DE ACCION VECINAL -    MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA),3359,0.0067
194,SALTA,LOPEZ MURPHY - BULLRICH (RECREAR PARA EL CRECIMIENTO),2651,0.0053
195,SALTA,AMMANN - DELEONARDI (ALIANZA FRENTE AMPLIO HACIA LA UNIDAD    LATINOAMERICANA),1453,0.0029
196,SALTA,RIPOLL - BIDONDE (MOVIMIENTO SOCIALISTA DE LOS TRABAJADORES),1304,0.0026
197,SALTA,SOLANAS - CADELLI (SOCIALISTA AUTENTICO),1267,0.0025
198,SALTA,MONTES - HEBERLING (ALIANZA FRENTE DE LOS TRABAJADORES    SOCIALISTAS - MOVIMIENTO AL SOCIALISMO - IZQUIERDA SOCIALISTA),807,0.0016
199,SALTA,CASTELLS - PELOZO (MOVIMIENTO INDEPENDIENTE DE JUBILADOS Y    DESOCUPADOS),577,0.0012
200,SALTA,BREIDE OBEID - VERGARA (POPULAR DE LA RECONSTRUCCION),331,0.0007000000000000001
201,SALTA,MUSSA - NESPRAL (CONFEDERACION    LEALTAD POPULAR),20,0.0
202,SAN JUAN,CARRIO - GIUSTINIANI (ALIANZA CONFEDERACION COALICION CIVICA),25794,0.0843
203,SAN JUAN,"RODRIGUEZ SAA - MAYA (ALIANZA FRENTE JUSTICIA, UNION Y LIBERTAD)",21115,0.069
